# (c) Der Bundeswahlleiter, Statistische Ämter des Bundes und der Länder, Wiesbaden 2020;;;;;;;;;;;;;;;;
# Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;
# Wahlkreise und zugeordnete Gemeinden bei der Wahl zum 20. Deutschen Bundestag (gemäß 24. Gesetz zur Änderung des Bundeswahlgesetzes vom 25.06.2020);;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;
# Gebietsstand: 15.04.2020;;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;;
Wahlkreis-Nr;Wahlkreis-Bez;RGS_Land;RGS_RegBez;RGS_Kreis;RGS_GemVerband;RGS_Gemeinde;Landname;RegBez-Name;Kreisname;GemVerband-Name;Gemeindename;Gemeindeteil;Wahlkreis-von;Wahlkreis-bis;PLZ-GemVerwaltung;PLZ-mehrere
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;53;5323;135;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Hohe Elbgeest;Worth;;;;21502;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;53;5358;136;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Lauenburgische Seen;Ziethen;;;;23911;*****
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;0000;001;Schleswig-Holstein;;Stormarn;;Ahrensburg, Stadt;;;;22926;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;0000;009;Schleswig-Holstein;;Stormarn;;Barsbüttel;;;;22885;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5262;011;Schleswig-Holstein;;Stormarn;Amt Siek;Braak;;;;22145;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;0000;018;Schleswig-Holstein;;Stormarn;;Glinde, Stadt;;;;21509;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;020;Schleswig-Holstein;;Stormarn;Amt Trittau;Grande;;;;22946;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;021;Schleswig-Holstein;;Stormarn;Amt Trittau;Grönwohld;;;;22956;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;022;Schleswig-Holstein;;Stormarn;Amt Trittau;Großensee;;;;22946;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;0000;023;Schleswig-Holstein;;Stormarn;;Großhansdorf;;;;22927;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;026;Schleswig-Holstein;;Stormarn;Amt Trittau;Hamfelde;;;;22929;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;033;Schleswig-Holstein;;Stormarn;Amt Trittau;Hohenfelde;;;;22946;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5262;035;Schleswig-Holstein;;Stormarn;Amt Siek;Hoisdorf;;;;22955;*****
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;040;Schleswig-Holstein;;Stormarn;Amt Trittau;Köthel;;;;22929;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;045;Schleswig-Holstein;;Stormarn;Amt Trittau;Lütjensee;;;;22952;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;0000;053;Schleswig-Holstein;;Stormarn;;Oststeinbek;;;;22113;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;058;Schleswig-Holstein;;Stormarn;Amt Trittau;Rausdorf;;;;22929;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;0000;060;Schleswig-Holstein;;Stormarn;;Reinbek, Stadt;;;;21465;*****
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5262;069;Schleswig-Holstein;;Stormarn;Amt Siek;Siek;;;;22962;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5262;071;Schleswig-Holstein;;Stormarn;Amt Siek;Stapelfeld;;;;22145;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;082;Schleswig-Holstein;;Stormarn;Amt Trittau;Trittau;;;;22946;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5270;086;Schleswig-Holstein;;Stormarn;Amt Trittau;Witzhave;;;;22969;
010;Herzogtum Lauenburg – Stormarn-Süd;01;0;62;5262;088;Schleswig-Holstein;;Stormarn;Amt Siek;Brunsbek;;;;22946;
011;Lübeck;01;0;03;0000;000;Schleswig-Holstein;;Lübeck, Hansestadt;;Lübeck, Hansestadt;;;;23552;*****
011;Lübeck;01;0;53;5308;008;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Behlendorf;;;;23919;
011;Lübeck;01;0;53;5308;009;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Berkenthin;;;;23919;
011;Lübeck;01;0;53;5308;011;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Bliestorf;;;;23847;
011;Lübeck;01;0;53;5308;024;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Düchelsdorf;;;;23847;
011;Lübeck;01;0;53;5308;034;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Göldenitz;;;;23919;
011;Lübeck;01;0;53;5391;038;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Grinau;;;;23847;
011;Lübeck;01;0;53;5391;039;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Groß Boden;;;;23847;
011;Lübeck;01;0;53;5391;044;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Groß Schenkenberg;;;;23860;
011;Lübeck;01;0;53;5308;061;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Kastorf;;;;23847;
011;Lübeck;01;0;53;5308;067;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Klempau;;;;23628;
011;Lübeck;01;0;53;5391;068;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Klinkrade;;;;23898;
011;Lübeck;01;0;53;5308;075;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Krummesse;;;;23628;
011;Lübeck;01;0;53;5391;079;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Labenz;;;;23898;
011;Lübeck;01;0;53;5391;085;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Linau;;;;22959;
011;Lübeck;01;0;53;5391;086;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Lüchow;;;;23898;
011;Lübeck;01;0;53;5308;094;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Niendorf bei Berkenthin;;;;23919;
011;Lübeck;01;0;53;5308;103;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Rondeshagen;;;;23919;
011;Lübeck;01;0;53;5391;108;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Sandesneben;;;;23898;
011;Lübeck;01;0;53;5391;109;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Schiphorst;;;;23847;
011;Lübeck;01;0;53;5391;112;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Schönberg;;;;22929;
011;Lübeck;01;0;53;5391;114;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Schürensöhlen;;;;23847;
011;Lübeck;01;0;53;5391;118;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Siebenbäumen;;;;23847;
011;Lübeck;01;0;53;5308;120;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Berkenthin;Sierksrade;;;;23847;
011;Lübeck;01;0;53;5391;121;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Sirksfelde;;;;23898;
011;Lübeck;01;0;53;5391;122;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Steinhorst;;;;23847;
011;Lübeck;01;0;53;5391;124;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Stubben;;;;23847;
011;Lübeck;01;0;53;5391;130;Schleswig-Holstein;;Herzogtum Lauenburg;Amt Sandesneben-Nusse;Wentorf (Amt Sandesneben);;;;23898;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;04;0000;000;Mecklenburg-Vorpommern;;Schwerin;;Schwerin, Landeshauptstadt;;;;19053;*****
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;001;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Alt Meteln;;;;19069;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;012;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Brüsewitz;;;;19071;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;013;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Carlow;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;014;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Cramonshagen;;;;19071;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;015;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Dalberg-Wendelstorf;;;;19071;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5459;017;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Schönberger Land;Dassow, Stadt;;;;23942;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;018;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Dechow;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5452;020;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Gadebusch;Dragun;;;;19205;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5452;021;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Gadebusch;Gadebusch, Stadt;;;;19205;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;024;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Gottesgabe;;;;19209;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;025;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Grambow;;;;19071;*****
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5459;027;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Schönberger Land;Grieben;;;;23936;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;028;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Groß Molzahn;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;033;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Holdorf;;;;19217;*****
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;038;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Klein Trebbow;;;;19069;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5452;040;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Gadebusch;Kneese;;;;19205;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;042;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Königsfeld;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5452;043;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Gadebusch;Krembz;;;;19205;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;048;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Lübstorf;;;;19069;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5459;049;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Schönberger Land;Lüdersdorf;;;;23923;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;050;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Lützow;;;;19209;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5459;052;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Schönberger Land;Menzendorf;;;;23923;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5452;054;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Gadebusch;Mühlen Eichsen;;;;19205;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;061;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Perlin;;;;19209;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;062;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Pingelshagen;;;;19069;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;064;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Pokrent;;;;19205;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;065;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Rehna, Stadt;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;066;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Rieps;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5459;067;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Schönberger Land;Roduchelstorf;;;;23923;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5452;068;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Gadebusch;Roggendorf;;;;19205;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5452;070;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Gadebusch;Rögnitz;;;;19205;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;072;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Schildetal;;;;19209;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;073;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Schlagsdorf;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5459;074;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Schönberger Land;Schönberg, Stadt;;;;23923;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;075;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Seehof;;;;19069;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5459;076;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Schönberger Land;Selmsdorf;;;;23923;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;078;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Thandorf;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;080;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Utecht;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5452;081;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Gadebusch;Veelböken;;;;19205;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5455;088;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Lützow-Lübstorf;Zickhusen;;;;19069;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5458;092;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Rehna;Wedendorfersee;;;;19217;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;74;5459;094;Mecklenburg-Vorpommern;;Nordwestmecklenburg;Amt Schönberger Land;Siemz-Niendorf;;;;23923;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5659;001;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Ludwigslust-Land;Alt Krenzlin;;;;19288;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;002;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Alt Zachun;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;003;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Balow;;;;19300;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;004;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Bandenitz;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;008;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Belsch;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5652;009;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Boizenburg-Land;Bengerstorf;;;;19258;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5652;010;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Boizenburg-Land;Besitz;;;;19258;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5660;012;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Neustadt-Glewe;Blievenstorf;;;;19306;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;013;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Bobzin;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;0000;014;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;;Boizenburg/Elbe, Stadt;;;;19258;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5652;016;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Boizenburg-Land;Brahlstorf;;;;19273;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5660;017;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Neustadt-Glewe;Brenz;;;;19306;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5659;018;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Ludwigslust-Land;Bresegard bei Eldena;;;;19294;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;019;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Bresegard bei Picher;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;021;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Brunow;;;;19300;*****
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;027;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Dambeck;;;;19357;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5652;030;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Boizenburg-Land;Dersenow;;;;19260;*****
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5654;034;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Dömitz-Malliß;Dömitz, Stadt;;;;19303;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5665;036;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Stralendorf;Dümmer;;;;19073;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;037;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Eldena;;;;19294;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5667;039;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Zarrentin;Gallin;;;;19258;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;041;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Gammelin;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5659;046;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Ludwigslust-Land;Göhlen;;;;19288;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;049;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Gorlosen;;;;19294;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;050;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Grabow, Stadt;;;;19300;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5654;053;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Dömitz-Malliß;Grebs-Niendorf;;;;19294;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5652;054;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Boizenburg-Land;Gresse;;;;19258;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5652;055;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Boizenburg-Land;Greven;;;;19258;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;057;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Groß Krams;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5659;058;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Ludwigslust-Land;Groß Laasch;;;;19288;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;0000;060;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;;Hagenow, Stadt;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5665;063;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Stralendorf;Holthusen;;;;19075;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;064;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Hoort;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;065;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Hülseburg;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5654;067;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Dömitz-Malliß;Karenz;;;;19294;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;069;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Karstädt;;;;19294;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;070;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Kirch Jesar;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5665;071;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Stralendorf;Klein Rogahn;;;;19073;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5667;073;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Zarrentin;Kogel;;;;19246;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;076;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Kremmin;;;;19300;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;079;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Kuhstorf;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5659;086;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Ludwigslust-Land;Lübesse;;;;19077;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5659;087;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Ludwigslust-Land;Lüblow;;;;19288;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;0000;088;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;;Lübtheen, Stadt;;;;19249;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;0000;090;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;;Ludwigslust, Stadt;;;;19288;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5667;092;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Zarrentin;Lüttow-Valluhn;;;;19246;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5654;093;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Dömitz-Malliß;Malk Göhren;;;;19294;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5654;094;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Dömitz-Malliß;Malliß;;;;19294;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;097;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Milow;;;;19300;*****
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;098;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Möllenbeck;;;;19300;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5658;099;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Hagenow-Land;Moraas;;;;19230;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5657;100;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Grabow;Muchow;;;;19300;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5652;102;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Boizenburg-Land;Neu Gülze;;;;19258;
012;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;13;0;76;5654;103;Mecklenburg-Vorpommern;;Ludwigslust-Parchim;Amt Dömitz-Malliß;Neu Kaliß;;;;19294;
